id,open_edges
640,1428-17422-17656-23026-30356-32468-38866-43642-44033-45538-48524-48720-49354-50454-51870-52684-54422-56816-59541-59724-63382-63508-65736-66442-66726-66782-67124-72104-78586-78878-86098-89090-90066-90452-93992-95170-97238-97598-100646-103622-107006-110306
641,1431-4774-13334-13504-18414-26584-35764-40082-44584-49200-54055-61167-77946-79478-86718-99438-104996-105945
642,1432-27040-53660-78674
643,1435
644,1437-32911
645,1439-22075-34246-40034-40179-51743-53847-59029-64154-66034-80119-85038-92063-95856-101585
646,1440-5500-13602-16312-17084-19160-20244-26078-36116-37484-47612-53860-56746-58880-59003-61634-62740-71278-73602-74748-75074-77718-79134-81768-82600-82716-90583-93044-111100
647,1442-89096
648,1444-3545-4583-4713-5267-5296-5677-5697-9805-13361-14511-15325-16207-21077-23543-26341-26823-27839-30819-31015-31405-31593-31613-33167-34693-35439-35509-36573-42985-55637-69997-78228-78942-78950-93648-94956-102707
649,1447-1798-2578-4930-13404-14524-23253-37557-42363-44603-51745-51996-56173-58034-60974-80948-84285-86144-86317-87008-92185-96475-103480-103891-103983-104241-106144-106573
650,1450-30192-47784-53940-62320-68610-83926-88004-100672
651,1452-11214-63061-72860-75201-80167
652,1455
653,1457-16019-65168-79952-100330-100363
654,1461-1723-4769-10969-11153-13103-21041-31685-32367-40977-58447-75793-89025-90873-93577-98101-106605
655,1462-1950-2492-4266-6058-9250-38542-39036-40528-50300-56576-57438-61430-65156-68966-80380-80840-86806-92426-103034-104340-105644-106444
656,1464-2056-22498-37968-45191-56260-62946-69153-77454-83969-86266-90082-90200-99128-109793
657,1469-2541-20269-24151-36133-50659-103950-111719
658,1470-5462-6181-40700-48886-50652-71526-73454-75058-86322-92294-95362-110280
659,1476-30828-38009-38862-46598-57018-59372-64922-65201-72614-82582-83809-84346-90884-97898-99952-102356-105208-107694-111853
660,1478-6336-9016-13970-14032-37964-41880-47202-50148-52078-52250-55490-56578-59528-62518-66824-68882-70532-81674-86520-88872-96878-101370-102244-110084-112886
661,1480-11107-18067-21172-32411-40602-41074-50061-50451-51224-53623-61174-68625-69160-73845-79731-80489-82825-87768-95477-96060-97807-101456-107518-109102-110839-113166
662,1482-42391-45634-47563-53635-63879-69659-80116-90945-92820
663,1484-13838-16466-17356-36126-54540-66540-80406-82714-103796
664,1487-2257-100120
665,1488-49271-51732-55478-91828-108728
666,1491-23755-39387-48925-50403-65881-66813-67271-68005-70979-72083-79191-84705-88523-89419-94773-98685-100873-101541-102839-103601-105522-107229-108923-110165-112383-113239-114345
667,1492-3414-9590-12054-12418-16814-22432-30656-40858-42758-43020-43485-43934-50846-51408-52160-55760-60896-63694-63716-64480-64641-65142-66596-67666-69906-70328-71399-73068-73628-74162-77114-77870-78361-78386-78616-78896-79170-79544-81953-83383-90343-90465-90966-93330-97542-99934-103882-107862-107938-109804
668,1496-4466-13510-42798-45924-46506-48530-49591-69166-78133-79638-84524-107688
669,1498-11288-12230-17722-18562-18912-19986-22720-29879-38759-39988-51012-53376-54890-57262-59484-65787-69908-71796-81820-84254-84332-87295-93911-96624-101621-104656-107979-109244-109371
670,1500-7322-9151-15928-16998-34472-37691-40604-42191-45488-47846-64651-73388-75528-75944-75970-76668-77143-77599-79444-82548-86158-86261-90062-92084-94531-94614-99234-103344-103674-108566-111396-112233-113741
671,1503-48523
672,1505-7896-11712-14352-16512-17672-18334-34326-37328-44124-46154-46184-46210-46285-46534-54930-55680-55778-59214-62710-64872-68135-70222-72803-74144-79694-80607-83332-84934-85893-108512-110205
673,1507-36959-48191-78083-91639
674,1508-48192-50064-54784-57204-71182-71509-77911-81931-82462-83826-84004-91925-92961-96306-100537-106796-109942
675,1511-49452-64932
676,1513
677,1518-2340-16860-20308-20600-26984-29427-29586-31286-35168-42368-45495-69126
678,1520-4288-6884-8008-12349-14628-19384-25718-27221-29944-40518-41320-41611-44836-44920-45306-46454-47140-48696-49093-50096-51154-51187-51435-52090-52466-57090-61002-61198-61274-61658-66491-67426-69322-69653-69896-70322-70755-71771-73770-75953-77321-79514-79858-80350-81986-82215-84466-89554-91092-92190-94166-99726-100976-101734-102116-105498-108188-109650-109905-110224-110977-111054-111835
679,1522-26851-28418-36342-36679-40950-40997-43987-45708-52848-56508-59302-70266-71048-72663-79043-82642-85900-88721-95706-97120-106666-112585
680,1525-8051-9147-73050
681,1533
682,1535-13031
683,1537-2385-2655-6368-7203-31941-32845-37469-40955-42915-45918-46503-50913-51352-53542-54651-55205-55296-55625-57763-58063-58707-61411-61459-62872-63915-67721-69644-73051-74233-76010-76433-87157-94921-95321-95397-98281-99201-100065-100897-101895-102649-104383-109271-112082-114119
684,1538-33740-73074
685,1543-2680-7185-16632-16964-19901-22182-24056-28249-40664-43290-43322-52847-53714-56136-62755-77768-80793-97738-103956-107340-111935
686,1544-2674-17737-100543
687,1549-40662-69098-96031-113983
688,1550-17153-25669-32817-39208-42917-45779-46817-47921-47959-50990-58088-58206-60459-62131-62923-66501-69637-70645-72123-73553-76594-77868-86420-94815-97751-98844-99000-102488-109803-114606
689,1553-3289-7126-11329-19279-21183-26968-28121-29323-30331-33639-35762-36224-38745-39170-39348-41476-45087-45879-46117-46594-47422-47934-49014-49025-49373-49437-50347-51850-52573-53037-53345-53588-53868-55646-57635-57860-59683-61574-62377-62803-63367-64014-64861-65726-65753-66433-67050-67532-67760-68870-68973-69978-74383-76121-76180-76267-76613-78065-78088-78767-79091-79239-80890-82456-83209-83787-85140-85228-86759-86772-89963-90070-91835-92681-92723-94253-96088-96340-100648-101364-102395-104439-104539-107091-109043-109546-110095-110840-112959-113596-114090-114509-114686
690,1554-7890-56644-74355
691,1558-29634-40860-65272-68013-75936-98927-107195-111260
692,1561-5849-21331-22935-23763-40614-51434-95306
693,1562-20108-37776-61042-88942-89949-94205
694,1564-16170-26229-52397-64713-68290-70867-81722-85068-88403
695,1567-16879-45759
696,1568-16794-23406-28562-29342-41874-42326-42736-42884-43504-43820-46354-56314-63622-63658-67792-72256-76816-76872-78774-79116-81060-81439-83102-88348-89728-90494-95982-97214-98076-98236-99878-102864-104614-105084-108670-108736-112670-112784
697,1571-1629-14999-19339-29724-73594-81397
698,1573
699,1575-27909-39345-45267-47525-56499-57667-66469-90425-96205-96853-105339-107669
700,1577
701,1578-4966-9615-11578-12044-15554-17228-20667-24303-26632-29541-33742-36871-41195-41921-48271-49022-52822-56589-59173-70651-72730-76123-76131-81557-83936-86470-87465-90447-97074-107702-113971
702,1581-6725-10226-10398-21405-23263-23335-28187-34471-41999-45111-49419-51221-52487-57885-58753-59329-62385-64064-68413-68945-71521-75477-79833-86981-88381-90153-90191-92561-93101-93534-97787
703,1583
704,1585-1877-2157-3455-9999-16085-17653-18337-19125-24833-25009-27363-28233-29665-42869-43291-43981-45269-47117-47621-48041-49761-50375-50475-51642-53499-53707-54253-54541-54749-54847-54981-55035-56347-56993-58785-59056-59729-59793-61399-62599-63189-63587-63779-66005-67535-67675-69127-69769-69867-70193-70485-70495-71021-71439-72797-73493-73735-76231-76631-76983-77091-77729-78023-78975-81097-81691-82623-84663-85999-86005-86071-86569-87093-88693-88713-89651-90653-91333-91962-93459-93844-94501-94581-94673-94943-95483-96039-96401-96779-97011-97337-97451-98719-98825-99957-100563-101199-101301-102651-102781-105421-105503-106515-107097-107940-108605-109407-110013-112603-112861-113649-114903
705,1586-53202
706,1588-1738-2822-5380-12444-12806-14658-19110-22584-24222-25597-30396-33782-34224-34514-34876-37451-37467-38013-38304-38931-38987-39483-39512-40190-40424-41212-41786-42219-42225-42967-43242-43756-43772-43865-43911-44011-44412-44737-45110-45233-45766-46642-46695-47539-47769-48103-48259-49264-49457-49578-49746-50804-50932-51004-51417-51548-51572-52257-52311-52463-52486-53025-53346-53383-54077-55178-55253-55893-57738-57964-58033-58544-58869-59369-59377-59420-60075-60267-60335-60748-60769-61940-62206-65641-65876-67823-67867-68075-68412-68577-69095-69304-69932-70066-70186-71132-71630-72093-72519-72764-73000-73161-73546-73966-74067-74315-74356-75115-75276-75950-75974-76399-77191-78464-78550-79381-79862-80479-81318-81594-81861-82960-83109-83295-83620-84033-84274-84502-85945-86269-86373-86392-86498-86545-86872-87813-88033-88570-88774-89909-89999-90157-90749-90791-90933-91115-91160-91694-92545-92911-93017-94131-94239-94625-96966-97519-98982-99177-99222-99289-99529-99831-101453-102766-104063-104642-105604-106138-106851-107383-107460-108240-108292-109207-109401-109422-109885-110001-110620-111126-113220-113276-114221
707,1592-5290-9497-42027-103815
708,1594-12064-14324-20584-21792-23019-23917-26268-29268-30440-38062-38441-40402-41466-43818-48694-53464-57368-60950-61724-66586-67766-70937-71742-71774-72666-75611-76740-77281-83634-90580-94535-95758-97726-101804-108335
709,1597-4652-18758-32272-36316-41794-47850-60421-61572-62061-64112-72922-73022-73343-83935-88175-92990-102179-102583-105148-114302
710,1599-2453-14071-26275-33994-44916-47957-48500-49884-57799-65531-66237-72553-76589-77286-81041-81884-87819-88327-91751-94643-106833-110179-114139
711,1601-2423-6363-9361-9913-10029-11181-12057-12175-13937-16499-17953-26193-27451-31419-36141-37383-37733-37793-38193-38367-38477-38641-39593-39761-41861-41863-42597-43381-43847-44621-44919-45099-45609-45669-45691-45765-46055-47533-49425-49499-51061-51459-52665-53629-54761-57109-57597-57649-57729-59049-62037-62965-63829-64175-64187-64539-64737-67119-70381-74071-74345-75325-75651-75895-76737-77895-77935-78739-78779-79495-79891-81131-81911-84579-84929-84935-86943-87969-89017-89135-89656-89681-90027-90865-91217-91575-92019-92687-92963-94391-95577-99369-100285-100499-101029-101153-103055-104689-104891-105889-106448-106523-107003-107284-107713-107739-108817-110347-111333-111735-111893-112109-113973-114051
712,1602-18017-22254-73148-79789-84823-95673-114249
713,1605
714,1609
715,1610-10915-13262-14710-56356-65428-79550-94708-104056-108984-112102
716,1613-4059-28577-67571
717,1615-8635-20459-36061-37589-37635-38335-52307-52753-60125-65017-67489-68717-71253-73571-80139-80399-97561-98465-98539
718,1616-81005-81704-103858
719,1618-24370-31189-35199-46968-52442-54449-56472-64059-80264-80453-84030-84624-95309
720,1620-3126-10686-13250-35583-38982-49488-72769-82178-82661-99777-107236
721,1622-9334-12209-16702-31951-33424-34233-39075-43770-51080-53074-55072-55749-56092-56146-56280-60614-63650-65043-66283-71480-71520-73610-78517-80092-81568-88858-90428-92360-92564-92824-92930-93644-101684-101986-102515-102820-104275-107570-110996-112664-112937-113793-113972-114239
722,1625-11374-26972-93449
723,1626-12115-18868-19444-19892-22610-24410-24796-26441-31679-34328-34528-34728-37861-66148-69083-76343-77479-79120-79736-81816-89192-93592-98683-101578
724,1630-4538-4834-53318
725,1635-4729-26687-35057-36791-43868-75202-96573-113969
726,1637
727,1647-64309
728,1648-1666-48793-54901
729,1650-106178
730,1652-38248-63948
731,1654-91653
732,1656-7200-20151-22690-32134-33836-48040-49770-53952-54988-61732-93594
733,1659-8708-26026-33364-41820-57414-60066-64086-71388-80996-86418-90364-100184-102490
734,1661
735,1662-2932-9732-24814-40694-43740-58678-66946-70110-83482-89450-95562-97476-105306
736,1665-7372-11404-79490
737,1668-6946-25734-39115-39419-39592-40609-41025-41378-44120-44944-47861-48951-50949-52419-53497-54529-55428-56287-58130-59775-59819-60549-62197-64257-65060-65943-66546-66922-69745-70178-72427-73376-74011-75149-76611-77742-77900-78483-78673-78992-79787-80229-80249-83876-84206-86217-87015-91051-94685-94745-96923-97000-97608-98219-98405-101210-101795-102696-102855-103071-104820-108776-109576-111224-111540-111861-113171-113623
738,1671-20133-30047-56219-56931-57185-71991-85797-103067-113309-114585
739,1673
740,1674-21148-26560-80393-110643
741,1677-107483
742,1680-2634-14286-17758-20466-21630-26702-28396-29866-30784-33976-37742-39424-40196-42500-42598-43228-43558-46544-49974-49980-55650-61440-63718-65207-65824-67022-71831-74350-74352-75344-77210-81063-82052-82546-90660-94762-99775-102706-103944-104914-105213-106868-107368-109186-110266-111319-112272-114372
743,1682-6904-17552-18509-18589-18683-25005-27873-32507-33497-35363-35495-37518-38342-38717-39554-39955-41095-41147-43280-44435-45595-46431-46665-47005-48936-49697-50730-51848-52241-53287-53807-54592-55965-56950-58055-58131-58976-59147-59505-60489-60993-61286-61505-61530-62846-64287-64481-64537-64925-65253-65400-65891-66167-66421-66556-68019-70601-73019-73494-73601-74279-74633-75639-75653-75690-76505-76681-78129-79605-79976-80126-80309-80547-81481-81883-82381-82702-83023-86135-87559-87607-87670-87691-89466-90215-90326-91152-91491-91903-92245-93110-93507-93836-94351-95443-95497-96006-97830-97986-98093-98391-99118-99547-99693-102487-102832-103423-103489-106809-107135-107158-108247-108277-109381-109809-109958-110441-110913-111297-111663-112451-112687-113005-114344-114871
744,1685
745,1686-5466-41172-41565-42450-51674-52215-57894-66848-67072-70404-71976-73090-81196-85554-86656-91190-97428-105470-111738
746,1688-25999-30204-30384-37536-46383-50315-55292-57042-57321-71636-75732-82630-102578-103567
747,1691-73998
748,1693-9154-9401-35808-105607
749,1696-79522-104508
750,1701-114557
751,1703
752,1704-3925-8860-19910-21874-33342-37626-50728-52302-69384-69496-87621-92168-103429-104730-107360-114468
753,1707
754,1708-4734-7310-10882-11458-12234-16652-17060-26730-37426-38083-41554-41916-42154-42606-42772-42806-43136-43476-44572-44600-44742-47164-47309-47500-49396-49696-50480-51018-51534-52136-52850-53494-54384-54958-55687-55750-56366-57344-57892-60538-60980-61012-61750-61960-62169-62284-63098-63340-63702-63936-64826-64926-65220-67998-68097-69916-70276-71144-71432-71766-72082-72550-74376-74722-75120-75232-75894-76454-76746-78184-79574-80138-80898-81082-81367-81490-82042-82304-82310-82336-82354-83534-84084-84700-85270-85406-87282-88748-90851-91408-91455-92394-92810-93192-93554-93629-96250-97226-97990-99913-100384-100488-101489-101906-102184-104174-104825-105212-106812-107424-107618-107762-108001-109050-109312-109678-110324-110929-110936-111358-112922-114229-114300-114872
755,1710
756,1712-53844-60106-64462-69421-91734-101492-102416-104322-109070-111952
757,1716-83247
758,1718-2904-33068-39780-41616-47243-55761-55879-56315-62842-63494-65917-69033-69348-71068-71944-74339-74704-79497-82307-85280-86338-87152-94380-94740-95158-97162-100478-101279-101775-102188-102962-103537-105090-106916-108830-112682
759,1720-6476-7878-8608-16246-25746-32481-33820-37457-40362-41682-43230-47096-48332-52994-53244-59478-61109-65470-65796-67587-68664-71798-74440-74790-77659-80199-82465-84252-85160-89459-89817-93219-95588-97948-99323-101831-102361-103119-104755-106140-107044-112762
760,1724-9630-17436-25359-46289-60758-68332-74283-75118-78884-82679-82916-84420-91364-104487-108508-111985
761,1726-6453-13872-26522-26605-30156-38647-42565-44191-47503-48568-54161-56675-57442-58242-59742-60287-60696-62229-63803-68714-70277-75042-75501-78221-78980-79604-85134-88367-91332-93002-94270-94547-100071-102840-104291-108979-110736
762,1728
763,1731-6715-10343-12407-23609-25233-45871-48107-75931-94671-98087
764,1732-6176-7138-7984-9952-13592-15418-16786-17034-28640-30446-34544-37612-38004-38052-40852-40906-41150-41536-44494-44530-45008-45182-45712-47978-47994-48418-48478-49128-50007-51852-51962-53039-53554-53854-53918-54554-55320-56706-57570-58156-61902-62093-62920-64224-65130-65558-68104-68294-68850-69018-70873-71502-71544-72188-72330-72534-72867-73428-73542-74866-74922-75430-76754-77700-79786-81698-83172-83711-84182-84860-85524-86676-86722-86968-87420-87710-88176-90053-90393-90848-91180-91228-91528-92037-93910-94930-95796-96650-97230-97684-99102-100390-100426-100566-101950-102360-102880-103508-103856-104214-104248-105816-106650-107276-107706-107959-108318-108602-109224-110391-111528-112012-112300-112832-114594
765,1734-7352-12306-32254-32682-35658-39133-46127-53483-55797-71832-78058-81794-88700-105595-111132-111555-113241
766,1736-18217
767,1741-100717
768,1743-6207-12841-23457-24363-35009-47673-49199-56333-67381-80961-91095-92039-94319-108151-109903-110513
769,1745-19907
770,1749-5277-10715-10949-12787-13157-18865-23181-24127-24221-24623-25721-27157-35209-36743-36923-37598-37915-38495-41334-41363-43285-43371-45285-45531-45597-46097-47872-48201-48451-48995-49027-49097-50897-51833-52035-52965-53469-53825-55405-55671-56877-57161-59433-60771-61283-62005-62189-63311-63855-64619-64736-65593-66031-66605-69411-70215-70773-72095-72697-73079-73733-74303-74751-75399-76421-76587-76743-77079-77891-78140-79861-80811-81061-81291-85075-85395-85839-85843-86070-86577-87267-87929-88238-88447-88477-88637-88859-89547-91196-92511-93777-93794-94431-95423-100269-101261-102599-102681-103625-105762-105791-106783-108302-109537-109901-112827
771,1751
772,1753-7685-22008-52077-54025
773,1754-3731-9486-12304-14138-14654-15763-21798-25780-26628-29258-30198-30902-32604-34754-39426-40652-41348-45253-51437-53546-56040-56646-57266-58642-59398-61208-61276-62344-62424-62752-63986-65081-65807-69758-71202-72946-73510-74406-74809-75523-76202-77005-79224-79436-80892-81271-84310-84764-89211-90295-90522-91437-93336-94280-95660-96848-98177-99252-100372-102074-102263-102456-103018-104630-110630-111027-113174-113876-114305-114776
